Company A,Company B,start,end,Sentence,Type,Degree,Url
Fortino Capital,Kima Ventures,85,102,"The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",Investment,indirect,https://www.eu-startups.com/2022/01/amsterdam-based-d2x-raises-e5-million-to-create-pan-european-digital-derivatives-exchange/
Fortino Capital,Picus Capital,85,120,"The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",Investment,indirect,https://www.eu-startups.com/2022/01/amsterdam-based-d2x-raises-e5-million-to-create-pan-european-digital-derivatives-exchange/
Fortino Capital,Flow Traders,85,71,"The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",Investment,indirect,https://www.eu-startups.com/2022/01/amsterdam-based-d2x-raises-e5-million-to-create-pan-european-digital-derivatives-exchange/
Fortino Capital,The Odin Groep,31,0,"The Odin Groep was acquired by Fortino in 2019, and since this time, the organisation has undergone a number of changes, beginning with its go to market strategy.",Investment,direct,https://tech.eu/2022/02/09/fortino-capital-exits-it-cloud-services-firm-odin-groep-with-sale-to-apax-partners/
Fortino Capital,LRM,38,55,"The round also saw participation from Fortino Capital, LRM, and Innovation Fund.'We loved everything about the founding team: their early product and their ultimate vision from the very first meeting. Belgium-based Timeseer.ai, a startup helping enterprises maintain time-series data quality, has emerged from stealth with $6 million in funding led by Crane Venture Partners, with participation from Smartfin Capital, Fortino Capital, L",Investment,indirect,https://tech.eu/2022/01/07/cutting-the-cost-out-of-bad-data-and-moving-the-needle-on-ai-advancements-belgiums-timeseer-raises-6-million/
Fortino Capital,Innovation Fund,38,64,"The round also saw participation from Fortino Capital, LRM, and Innovation Fund.'We loved everything about the founding team: their early product and their ultimate vision from the very first meeting. Belgium-based Timeseer.ai, a startup helping enterprises maintain time-series data quality, has emerged from stealth with $6 million in funding led by Crane Venture Partners, with participation from Smartfin Capital, Fortino Capital, L",Investment,indirect,https://tech.eu/2022/01/07/cutting-the-cost-out-of-bad-data-and-moving-the-needle-on-ai-advancements-belgiums-timeseer-raises-6-million/
Fortino Capital,Peter Mercelis,21,202,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",Investment/People,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Layerwise,21,218,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",Investment,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Samir Hanna,21,79,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",Investment/People,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Dries Buytaert,21,162,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",Investment/People,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Drupal,21,178,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",Investment,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Acquia,21,189,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",Investment,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Ben Schrauwen,21,95,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise). Established by ex-Autodesk employees including Dr. Ben Schrauwen, Oqton was backed by the likes of Carl Bass, Sandvik, and Fortino Capital.",Investment/People,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Carl Bass,21,129,"The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise). Established by ex-Autodesk employees including Dr. Ben Schrauwen, Oqton was backed by the likes of Carl Bass, Sandvik, and Fortino Capital.",Investment/People,indirect,https://www.finsmes.com/2021/01/oqton-raises-over-40m-in-series-a-funding.html
Fortino Capital,Keen Venture Partners,108,34,"The round was led by London-based Keen Venture Partners, with participation from PMV and existing investors Fortino Capital and Sage Capital.",Investment,indirect,https://techcrunch.com/2018/08/03/teamleader-series-c/
Fortino Capital,Sage Capital,108,128,"The round was led by London-based Keen Venture Partners, with participation from PMV and existing investors Fortino Capital and Sage Capital.",Investment,indirect,https://techcrunch.com/2018/08/03/teamleader-series-c/
Fortino Capital,Manifold Investments,133,241,"The Series A round was co-led by Luxembourg-based VC fund Alpha Intelligence Capital and Antwerp and Amsterdam-based investment firm Fortino Capital along with participation from existing investors, including Pires, Sure Valley Ventures and Manifold Investments.",Investment,indirect,https://tech.eu/2022/03/11/irish-platform-unlocks-eur10-million-for-ai-data-security/
Fortino Capital,Serena Capital,80,241,"This news follows on the recent announcement of a new investor in Bonitasoft as Fortino Capital Partners, the European B2B software investor, acquired a majority stake in Bonitasoft from former investors including Bpifrance, Auriga Capital, Serena Capital and Ventech. Esta anuncio se produce tras la reciente entrada de un nuevo inversor en Bonitasoft, Fortino Capital Partners, uno de los principales inversores europeos en software B2B, con una participaciï¿½ï¿½ï¿½ï¿½ï¿½ï¿½n mayoritaria en Bonitasoft que adquiriï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ de antiguos inversores como Bpifrance, Auriga Ca",Investment,indirect,https://finance.yahoo.com/news/bonitasoft-exceeds-2021-forecast-revenue-131500489.html
Fortino Capital,Auriga Capital,80,225,"This news follows on the recent announcement of a new investor in Bonitasoft as Fortino Capital Partners, the European B2B software investor, acquired a majority stake in Bonitasoft from former investors including Bpifrance, Auriga Capital, Serena Capital and Ventech. * Fortino Capital Partners NV/SA bought a majority stake in Bonitasoft SA from the software company's former investors such as Bpifrance, Auriga Capital, Serena Capital SAS and Ventech SA. Esta anuncio se produce tras la reciente entrada de un nuevo inversor en Bonitasoft, Fortino Capital Partners, uno de los principales inversores europeos en software B2B, con una participaciï¿½ï¿½ï¿½ï¿½ï¿½ï¿½n mayoritaria en Bonitasoft que adquiriï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ de antiguos inversores como Bpifrance, Auriga Ca",Investment,indirect,https://finance.yahoo.com/news/bonitasoft-exceeds-2021-forecast-revenue-131500489.html
Fortino Capital,Miguel Valdes Faura,25,-1,"Through the acquisition, Fortino Capital plans to elevate Bonitasoft's profile via a new partnership strategy, namely in other French- and Spanish-speaking countries on both sides of the Atlantic as well as roll out a series of new updates in its process analytics offer.'Our customers will benefit from increased investment in R&D for an array of process automation tools for the future,ï",People,indirect,https://tech.eu/2022/03/08/out-on-european-tour-belgiums-fortino-capital-rocks-paris-takes-bonitasoft-home/
Tong Hsing Electronic,Apple,191,28,"A list of companies joining Apple’s 3D sensing supply chain has been revealed in a recent report, which includes quite a number of Taiwanese firms, including TSMC, Largan Precision, Foxconn, Tong Hsing Electronic Industries, GSEO, Xintec, and VisEra.",tech,direct,https://www.ledinside.com/news/2017/8/taiwanese_tech_giants_join_apples_3d_sensing_manufacturing_squad
Tong Hsing Electronic,Kingpak Technology,0,12,"Tong Hsing, Kingpak to merge into heavyweight CIS packager in Taiwan: A heavyweight CMOS image sensor (CIS) packaging firm will be born in Taiwan soon, as Tong Hsing Electronic Industries, a handset CIS backend and wafer reconstruction specialist, has announced plans to fully acquire automotive CIS packager Kingpak Technology, seeking to increase its economies of scale through a larger product portfolio and strengthen its competitiveness in the market.",financial,direct,https://www.digitimes.com/news/a20191230VL200.html
Tong Hsing Electronic,Industrial Technology Research Institute,414,436,"To this end, ITRI will host the ""Empowering IoT Startups, Taiwan can help"" webinar for North American startups and innovative companies on October 15th, California local time. North American startups and innovators interested in IoT-related technology are invited to participate in this international online event, which offers the opportunity for technical exchanges and matchmaking with Taiwan companies such as Tong Hsing Electronic Industries, Realtek Semiconductor, and Kentec. ",tech,direct,https://www.prnewswire.com/news-releases/itri-organizes-webinar-to-link-international-iot-startups-and-innovators-with-taiwan-firms-301149998.html
Tong Hsing Electronic,Yageo Corp ,0,86,"Tong Hsing Electronic Industries Inc (同欣電), an image sensor packaging services arm of Yageo Corp (國巨), yesterday said that the COVID-19 pandemic has not negatively affected demand and it expects revenue to grow by a double-digit percentage year-on-year this quarter, despite it being likely to decline by a single-digit percentage quarter-on-quarter from NT$2.09 billion (US$68.7 million) due to seasonal weakness.",financial,direct,https://www.taipeitimes.com/News/biz/archives/2020/03/24/2003733242
Powertech Technology,"Yield Engineering Systems, Inc.",266,6," YES (Yield Engineering Systems, Inc.), a leading manufacturer of process equipment for semiconductor advanced packaging, life sciences and AR/VR applications, today announced that it has received a volume purchase order for the VertaCure™ XP from Taiwan-based OSAT Powertech Technology,",tech,direct,http://www.itnewsonline.com/PRNewswire/YES-Secures-VertaCure-XP-Volume-Purchase-Order-from-Powertech-Technology-Inc./743238
Powertech Technology,STATS ChiPAC,284,259,"Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",human,direct,
Powertech Technology,JCET,284,277,"Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",human,direct,
Powertech Technology,Ultratech,284,306,"Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",human,direct,
Powertech Technology,Veeco,284,321,"Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",human,direct,
Powertech Technology,Globalfoundries,284,332,"Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",human,direct,
Powertech Technology,SVXR,284,17,"Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",human,direct,
Powertech Technology,Tsinghua Unigroup,52,-1,Unigroup’s two other deals to buy Taiwan chipmakers Powertech Technology Inc. and ChipMOS Technologies Inc. have also collapsed.,financial,direct,https://www.caixinglobal.com/2017-11-27/tsinghua-unit-buys-30-stake-in-taiwan-semiconductor-subsidiary-101176892.html
Powertech Technology,Tessera,127,70,"Episodic revenues rose from $66 million to $129 million last year, as Tessera settled patent disputes with firms like Taiwan’s Powertech Technology.",law,direct,https://www.barrons.com/articles/what-exactly-is-recurring-revenue-at-tessera-technologies-1443851413
Powertech Technology,"YES (Yield Engineering Systems, Inc.)",319,54,"FREMONT, Calif., March 30, 2021 /PRNewswire-PRWeb/ -- YES (Yield Engineering Systems, Inc.), a leading manufacturer of process equipment for semiconductor advanced packaging, life sciences and AR/VR applications, today announced that it has received a volume purchase order for the VertaCure™ XP from Taiwan-based OSAT Powertech Technology,",tech,direct,http://www.itnewsonline.com/PRNewswire/YES-Secures-VertaCure-XP-Volume-Purchase-Order-from-Powertech-Technology-Inc./743238
Powertech Technology,GreaTek,140,0,"GreaTek will start hiking prices later this quarter by a double-digit percentage point,” said Boris Hsieh (謝永達), chief executive officer of Powertech Technology Inc (力成), the parent company of GreaTek.",financial,direct,https://www.taipeitimes.com/News/biz/archives/2021/01/27/2003751262
Powertech Technology,GreaTek Electronics Inc,23,52,"D.K. Tsai, chairman of Powertech Technology Inc and GreaTek Electronics Inc, speaks at an online investors’ conference yesterday.",human,direct,https://www.taipeitimes.com/News/biz/archives/2021/01/27/2003751262
Powertech Technology,Renesas Electronics,16,80,": Backend house Powertech Technology (PTI) will provide automotive chips vendor Renesas Electronics with additional capacity support starting April, as the IDM's backend bumping capacity is constrained by a fire that has halted one of its chip factories in northern Japan, according to industry sources.",tech,direct,https://www.digitimes.com/news/a20210323VL200.html
Powertech Technology,Intel,162,5,"With Intel agreeing to sell its NAND flash and storage business including a manufacturing plant in China's Dalian to SK Hynix, Taiwan's memory backend specialist Powertech Technology (PTI), now with 10% of its revenues contributed by Intel, will have to adjust and enhance its customer mix to offset upcoming loss of orders from the US chipmaker, according to industry sources.",financial,direct,https://www.digitimes.com/news/a20201021VL200.html
Powertech Technology,Kingston,45,0,"Kingston purchases a controlling interest in Powertech Technology, Inc., now the world’s largest back end wafer and chip packaging and testing facility for both DRAM and Flash.",financial,direct,https://www.businesswire.com/news/home/20181015005996/en/Kingston-Technology-Celebrates-31-Years-Supplying-the-World-with-Quality-Technology-Solutions
Powertech Technology,Tera Probe,173,291,"Botched deals, including Beijing-backed Tsinghua Unigroup's failed bids for Micron, Western Digital and three Taiwanese chip assemblers -- Siliconware Precision Industries, Powertech Technology and ChipMOS. Powertech Technology said on Friday it will buy a 39.6 percent stake in Japan-based Tera Probe from Micron Technology and the entire stake of Micron-owned packaging and testing firm,",financial,direct,https://asia.nikkei.com/Economy/China-pushes-domestic-chip-development3; https://www.reuters.com/article/tera-probe-ma-powertech-tech-idUSL3N1HM23N
Powertech Technology,Micron Technology,0,59,"Powertech Technology Inc. (PTI) has signed agreements with Micron Technology Inc. and Micron Memory Japan Inc. to acquire its 39.6% stake in Tera Probe Inc. through a public tender offer bid, and its 100% shares of Micron Akita, an assembly and test plant located in Akita, Japan.",financial,direct,https://evertiq.com/design/41426
Powertech Technology,Micron Akita Inc,0,97,"Powertech Technology Inc. is looking to get its hands on majority stakes both Tera Probe Inc and Micron Akita Inc – an assembly and test plant located in Akita, Japan.",financial,direct,https://evertiq.com/design/41426
Powertech Technology,PTI,98,0,"PTI currently holds 11.6% in Tera Probe and following the tender offer bid (via PTI’s subsidiary, Powertech Technology Japan Ltd). Powertech Technology said on Friday it will buy a 39.6 percent stake in Japan-based Tera Probe from Micron Technology and the entire stake of Micron-owned packaging and testing firm,",financial,direct,https://evertiq.com/design/41426; https://www.reuters.com/article/tera-probe-ma-powertech-tech-idUSL3N1HM23N
Powertech Technology,UTAC Holdings Ltd.,119,0,UTAC Holdings Ltd. says that its affiliate has completed its purchase of the Singapore-based wafer bumping assets from Powertech Technology (Singapore) Pte.,financial,direct,https://evertiq.com/design/49401
Macronix,Apple ,8,44,Wu said Macronix has secured contracts from Apple Inc’s OLED panel suppliers to supply NOR-flash memory chips used in the high-definition displays for the US company’s latest iPhone 12 series.,tech,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/27/2003745843
Macronix,Himan,96,-1,"Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",human,direct,https://www.globenewswire.com/en/news-release/2020/07/13/2061061/8267/en/Himax-Announces-New-Chief-Financial-Officer-and-Chief-IR-PR-Officer.html
Macronix,Cadence Design Systems,96,54,"Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",human,direct,https://www.globenewswire.com/en/news-release/2020/07/13/2061061/8267/en/Himax-Announces-New-Chief-Financial-Officer-and-Chief-IR-PR-Officer.html
Macronix,Socle Technology,96,78,"Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",human,direct,https://www.globenewswire.com/en/news-release/2020/07/13/2061061/8267/en/Himax-Announces-New-Chief-Financial-Officer-and-Chief-IR-PR-Officer.html
Macronix,Powerchip Semiconductor,96,123,"Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",human,direct,https://www.globenewswire.com/en/news-release/2020/07/13/2061061/8267/en/Himax-Announces-New-Chief-Financial-Officer-and-Chief-IR-PR-Officer.html
Macronix,Nintendo,180,-1,"According to Digitimes, sources have confirmed that manufacturers Foxconn, Misumi, and Hosiden will handle Japan-side manufacturing, with Taiwanese components provided by Foxconn, Macronix, Pixart Imaging and Delta Electronics.",tech,direct,https://www.ign.com/wikis/nintendo-switch/Nintendo_Switch_Rumors
Macronix,Nanya,140,17,"Prior to joining Nanya, he worked at Taiwan Semiconductor Manufacturing Co (台積電), Intel Corp, Fairchild Semiconductor International Inc and Macronix International Co (旺宏電子).",human,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/02/2003744436
Macronix,TSMC,140,-1,"Prior to joining Nanya, he worked at Taiwan Semiconductor Manufacturing Co (台積電), Intel Corp, Fairchild Semiconductor International Inc and Macronix International Co (旺宏電子).",human,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/02/2003744436
Macronix,Interl,140,-1,"Prior to joining Nanya, he worked at Taiwan Semiconductor Manufacturing Co (台積電), Intel Corp, Fairchild Semiconductor International Inc and Macronix International Co (旺宏電子).",human,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/02/2003744436
Macronix,Fairchild Semiconductor International Inc,140,94,"Prior to joining Nanya, he worked at Taiwan Semiconductor Manufacturing Co (台積電), Intel Corp, Fairchild Semiconductor International Inc and Macronix International Co (旺宏電子).",human,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/02/2003744436
Macronix,Foxconn,82,12,"Last month, Foxconn said it was in discussions to acquire a chipmaking plant from Macronix International Co., a Taiwanese semiconductor company known for its memory chips.",financial,direct,https://www.marketscreener.com/quote/stock/YAGEO-CORPORATION-6491612/news/Foxconn-Partners-With-Electronics-Maker-Yageo-to-Deepen-Semiconductor-Push-33162791/; 
Macronix,Foxconn,1,33, Macronix declined to comment on Foxconn's latest remarks or provide information regarding any other bidders.,financial,direct,https://asia.nikkei.com/Business/Tech/Semiconductors/Foxconn-in-talks-to-buy-chip-plant-to-support-EV-ambitions
Macronix,Huawei Technologies Co,0,137,"Macronix International Co (旺宏電子) yesterday said that it would seek approval from the US government to continue supplying memory chips to Huawei Technologies Co (華為), its third-largest client, as Washington is to step up curbs on the Chinese firm’s access to US technology from next month.",tech,direct,https://www.taipeitimes.com/News/biz/archives/2020/09/11/2003743175
Macronix,STMicroelectronics,0,121,"Macronix International, a leading integrated device manufacturer in the non-volatile memory (NVM) market, announced that STMicroelectronics (ST) is using Macronix OctaBus flash memory for several STM32 microcontroller (MCU) platforms, including the STM32H72x/73x, STM32L5 and the recently announced STM32U5.",tech,direct,https://www.digitimes.com/news/a20210303PR201.html&chid=9
Macronix,Winbond Eletronics Corp,120,91,"Paul Cheng, general manager at Taipei-based brokerage Masterlink Securities, said Taiwan’s Winbond Electronics Corp and Macronix International Co Ltd might now be in a position to acquire SMIC’s NOR flash memory business.",financial,direct,https://www.reuters.com/article/china-smic-supply-chain/proposed-u-s-curbs-on-chinese-chipmaker-smic-could-rattle-supply-chains-idINKBN25Z22S?edition-redirect=uk
Macronix,SMIC,120,188,"Paul Cheng, general manager at Taipei-based brokerage Masterlink Securities, said Taiwan’s Winbond Electronics Corp and Macronix International Co Ltd might now be in a position to acquire SMIC’s NOR flash memory business.",financial,direct,https://www.reuters.com/article/china-smic-supply-chain/proposed-u-s-curbs-on-chinese-chipmaker-smic-could-rattle-supply-chains-idINKBN25Z22S?edition-redirect=uk
Macronix,National Cheng Kung University (NCKU) ,37,158,"The founder and chairman of Taiwan’s Macronix International Co. (旺宏電子), Miin Wu (吳敏求), recently announced he would donate NT$420 million (US$13.3 million) to National Cheng Kung University (NCKU) to help establish the new Macronix Innovation Center and “School of Computing.""",financial,direct,https://www.taiwannews.com.tw/en/news/3769468; 
Macronix,Powerchip Semiconductor,135,60,"He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",human,direct,https://cs.illinois.edu/news/remembering-dave-liu-renowned-illinois-cs-professor
Macronix,United Microelectronics,135,85,"He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",human,direct,https://cs.illinois.edu/news/remembering-dave-liu-renowned-illinois-cs-professor
Macronix, Media Tek,135,119,"He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",human,direct,https://cs.illinois.edu/news/remembering-dave-liu-renowned-illinois-cs-professor
Macronix,Sony,21,111,"The plant belongs to Macronix International, a global leader in specialty memory chips that supplies Nintendo, Sony and Apple.",tech,direct,https://asia.nikkei.com/Business/Tech/Semiconductors/Foxconn-in-talks-to-buy-chip-plant-to-support-EV-ambitions; 
Macronix,Tower Semiconductor,9,97,"Taiwan’s Macronix Ltd. in 2001 invested over $100 million into a chip fabrication plant built by Tower Semiconductor in Migdal Ha’emek, and in 2005, Taiwanese chip fabrication firm Winbond bought one of the Israeli divisions of National Semiconductor to establish an R&D center here.",financial,direct,https://www.timesofisrael.com/the-other-china-seeks-israeli-business-too/
Macronix,UCI,28,0,UCI physicist Jing Xia wins Macronix Prize.,human,direct,https://news.uci.edu/2018/09/06/jing-xia-wins-macronix-prize/
Macronix,Spansion Inc.,0,35,Macronix International Co. Ltd. v. Spansion Inc.[12] dismissed a complaint for failing to meet the Twombly and Iqbalstandards.,law,direct,https://www.lexology.com/library/detail.aspx?g=07996002-4e0f-462e-a0fd-1b2786863eef
Macronix,the U.S. Department of Commerce,0,55,"Macronix, Micron, and SK Hynix all recently applied to the U.S. Department of Commerce for licenses to sell electronic components to Huawei.",law,direct,https://www.theburnin.com/industry/chipmakers-seek-huawei-trade-ban-exemptions-2020-09-21/
King Yuan Electronics,Dawning Leading Technology Inc,28,96,"IC testing service provider King Yuan Electronics Co (京元電) yesterday announced plans to acquire Dawning Leading Technology Inc (東琳精密), an ailing industry peer 33.5 percent owned by King Yuan, to achieve synergy via a whale-minnow merger.",financial,direct,https://www.taipeitimes.com/News/biz/archives/2018/08/08/2003698141
King Yuan Electronics,HiSilicon,104,0,"HiSilicon to ramp up 5nm chip orders with backend houses in 3Q20: Taiwan-based backend houses including King Yuan Electronics (KYEC) will see orders for HiSilicon's 5nm chips for 5G base stations ramp up substantially in the third quarter of 2020 as Huawei's chipmaking arm may adjust its product portfolios for 5nm chips to cover more infrastructure applications, according to industry sources.",tech,direct,https://digitimes.com/news/a20200414VL200.html
King Yuan Electronics,Huawei,135,28,"""We previously thought that Huawei would be one of our fastest-growing clients over the next few years,"" said an executive at Taiwan's King Yuan Electronics, a Huawei supplier and the world's top provider of chip-testing services.",tech,direct,
King Yuan Electronics,Intel,272,136,"At this point, it’s not yet known who’ll make the rest of the chips, but a report by Digitimes and citing industry sources reveals that Intel will build the modems for half of the iPhone 7 series with help from Taiwan Semiconductor Manufacturing Company (TSMC) and tester King Yuan Electronics (KYEC).",tech,direct,https://news.softpedia.com/news/intel-will-build-half-of-iphone-7-modem-chips-504155.shtml
Orient Semiconductor Electronics,Supermicro,203,38,"The contract manufacturers behind the Supermicro's server motherboards are Universal Scientific Industrial -- a unit of ASE Industrial Holding, the world's biggest chip-packaging company -- Wistron, and Orient Semiconductor Electronics.",tech,direct,https://asia.nikkei.com/Economy/Trade-war/China-spy-chips-rattle-global-data-center-supply-chain
Orient Semiconductor Electronics,Chipbond Technology Corp,93,0,"Chipbond Technology Corp (頎邦) yesterday said it plans to acquire about a 31 percent stake in Orient Semiconductor Electronics Ltd (華泰電子) in a cash-and-share deal, aiming to make inroads into flash memory-chip packaging.",financial ,direct,https://www.taipeitimes.com/News/biz/archives/2020/10/17/2003745283
Orient Semiconductor Electronics,Sparqtron,16,64,"A member of the Orient Semiconductor Electronics EMS Operation, Sparqtron provides specialty services in electronics high-mix/low-volume product solutions.",financial ,direct,https://www.ventureoutsource.com/contract-manufacturing/top-10-ems-providers-in-california-silicon-valley-bay-area-2016/
Nuvoton,Arm ,70,-1,"Several of Arm’s silicon partners, including Analog Devices, Cypress, Nuvoton, NXP, Renesas, Realtek, Samsung, and u-blox, are already actively participating in the working group.",tech,direct,https://venturebeat.com/2019/10/08/arm-shows-roadmap-for-collaborating-on-embedded-operating-systems/
Nuvoton,TowerJazz,158,0,"TowerJazz , the global specialty foundry leader, clarifies following recent press releases in connection with the sale of Panasonic semiconductor business to Nuvoton that it will not sell its TPSCo shares and will maintain its 51% ownership and Board control in TPSCo.",financial,direct,https://www.globenewswire.com/news-release/2019/12/02/1954491/0/en/TowerJazz-to-Maintain-its-TPSCo-Majority-Ownership-Control-and-Manufacturing-Activity.html
Nuvoton,CENTRI,104,0,"CENTRI, an Arm® Mbed™ partner, will demonstrate IoTAS data security on the Armv8-M architecture using a Nuvoton Arm Cortex®",tech,direct,https://www.prnewswire.com/news-releases/centri-to-demonstrate-complete-chip-to-cloud-data-security-following-platform-security-architecture-psa-principles-300604311.html
Nuvoton,Cadence,67,111,"In addition to the Palladium Z1 platform and SpeedBridge Adapters, Nuvoton deploys multiple solutions from the Cadence Verification Suite, including Cadence Xcelium™ Logic Simulation, Verification IP, and the JasperGold® Formal Verification Platform, to improve overall productivity.",tech,direct,https://www.businesswire.com/news/home/20200818005155/en/Nuvoton-Accelerates-the-Development-of-Its-MCU-Designs-With-the-Cadence-Palladium-Z1-Enterprise-Emulation-Platform
Nuvoton,OpenTitan,166,4,"But OpenTitan is its own chip architecture and extensive set of schematics developed by engineers at lowRISC, along with partners at ETH Zurich, G+D Mobile Security, Nuvoton Technology, Western Digital, and, of course, Google.",tech,direct,https://www.wired.com/story/open-titan-open-source-secure-enclave/
Nuvoton,Motorola,111,12,"Since then, Motorola and partners that have built software for the device—including Bintone, Hubble Connected, Nuvoton and CVision—have worked on patches.",tech,direct,https://www.pcworld.com/article/3030014/study-of-another-ip-camera-reveals-serious-problems.html
