,entity_a,entity_b,entity_spans,sentence,Financial,Partner,People,Technical
695,der Auxxo Female Catalyst Fund,Peers,"[(40, 69), (122, 126)]","Fortino Capital, seed + speed Ventures, der Auxxo Female Catalyst Fund und Trumpf Venture investieren 3 Millionen Euro in Peers.",0.0,0.0,0.0,0.0
696,Slick Software Solutions,Team Leader,"[(67, 90), (54, 64)]","Fortino Capital's portfolio includes Bloomon, BuyBay, Team Leader, Slick Software Solutions,",0.0,0.0,0.0,0.0
697,Wouter Goossens,Speedinvest,"[(136, 150), (119, 129)]",Fortino has also announced its expansion into The Netherlands with investors Marcel van der Heijden (former partner at Speedinvest) and Wouter Goossens (former Investment Director at ING Ventures) joining the team.,0.0,0.0,0.0,0.0
698,Wouter Goossens,ING Ventures,"[(136, 150), (183, 194)]",Fortino has also announced its expansion into The Netherlands with investors Marcel van der Heijden (former partner at Speedinvest) and Wouter Goossens (former Investment Director at ING Ventures) joining the team.,0.0,0.0,0.0,0.0
699,Speedinvest,ING Ventures,"[(119, 129), (183, 194)]",Fortino has also announced its expansion into The Netherlands with investors Marcel van der Heijden (former partner at Speedinvest) and Wouter Goossens (former Investment Director at ING Ventures) joining the team.,0.0,0.0,0.0,0.0
700,Mampaey,Matthias Vandepitte,"[(742, 748), (508, 526)]","The fragmented market of property management software offers attractive investment propositions, driven by trends in the leisure, home rental and serviced apartments industries in particular.In addition, Maxxton is in the process of rolling out the latest version of its software after reportedly receiving positive reactions from its customers.Now, as a majority shareholder, Fortino Capital will assist the company in its international expansion plans expand and its venture into parallel segments as well.Matthias Vandepitte, partner at Fortino Capital, said: 'We are delighted to support Maxxton with its ambitious growth strategy and we look forward to bringing our expertise in B2B software to Jean-Pierre and his team.'Maxxton founder Mampaey said: 'Over the last two decades, we have built a strong ERP software solution, initially for Roompot and today addressing the complex needs of clients all around the world. ",0.0,0.0,0.0,0.0
701,Picus Capital,Kima Ventures,"[(120, 132), (102, 114)]","The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",0.0,0.0,0.0,0.0
702,Picus Capital,Flow Traders,"[(120, 132), (71, 82)]","The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",0.0,0.0,0.0,0.0
703,Kima Ventures,Flow Traders,"[(102, 114), (71, 82)]","The funding was led by Tioga Capital Partners, with participation from Flow Traders, Fortino Capital, Kima Ventures and Picus Capital. Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Jabre Capital Partners, Darley Technologies, and angel investors also participated in this round. Other investors, including Flow Traders, Fortino Capital, Picus Capital, Kima Ventures, Philippe Jabre's family office, Darley Technologies, and angel investors, also participated. ",0.0,0.0,0.0,0.0
704,LRM,Innovation Fund,"[(55, 57), (64, 78)]","The round also saw participation from Fortino Capital, LRM, and Innovation Fund.'We loved everything about the founding team: their early product and their ultimate vision from the very first meeting. Belgium-based Timeseer.ai, a startup helping enterprises maintain time-series data quality, has emerged from stealth with $6 million in funding led by Crane Venture Partners, with participation from Smartfin Capital, Fortino Capital, L",0.0,0.0,0.0,0.0
705,Layerwise,Drupal,"[(218, 226), (178, 183)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
706,Layerwise,Samir Hanna,"[(218, 226), (79, 89)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
707,Layerwise,Acquia,"[(218, 226), (189, 194)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
708,Layerwise,Peter Mercelis,"[(218, 226), (202, 215)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
709,Layerwise,Dries Buytaert,"[(218, 226), (162, 175)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
710,Drupal,Samir Hanna,"[(178, 183), (79, 89)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
711,Drupal,Acquia,"[(178, 183), (189, 194)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
712,Drupal,Peter Mercelis,"[(178, 183), (202, 215)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
713,Drupal,Dries Buytaert,"[(178, 183), (162, 175)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
714,Samir Hanna,Acquia,"[(79, 89), (189, 194)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
715,Samir Hanna,Peter Mercelis,"[(79, 89), (202, 215)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
716,Samir Hanna,Dries Buytaert,"[(79, 89), (162, 175)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
717,Acquia,Peter Mercelis,"[(189, 194), (202, 215)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
718,Acquia,Dries Buytaert,"[(189, 194), (162, 175)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
719,Peter Mercelis,Dries Buytaert,"[(202, 215), (162, 175)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise).",0.0,0.0,0.0,0.0
720,Ben Schrauwen,Carl Bass,"[(95, 107), (129, 137)]","The round was led by Fortino Capital, PMV, and Sandvik with participation from Samir Hanna and Ben Schrauwen and angel investors Carl Bass (former CEO Autodesk), Dries Buytaert (Drupal and Acquia), and Peter Mercelis (Layerwise). Established by ex-Autodesk employees including Dr. Ben Schrauwen, Oqton was backed by the likes of Carl Bass, Sandvik, and Fortino Capital.",0.0,0.0,0.0,0.0
721,Sage Capital,Keen Venture Partners,"[(128, 139), (34, 54)]","The round was led by London-based Keen Venture Partners, with participation from PMV and existing investors Fortino Capital and Sage Capital.",0.0,0.0,0.0,0.0
722,Ultratech,JCET,"[(306, 314), (277, 280)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
723,Ultratech,Globalfoundries,"[(306, 314), (332, 346)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
724,Ultratech,STATS ChiPAC,"[(306, 314), (259, 270)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
725,Ultratech,SVXR,"[(306, 314), (17, 20)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
726,Ultratech,Veeco,"[(306, 314), (321, 325)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
727,JCET,Globalfoundries,"[(277, 280), (332, 346)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
728,JCET,STATS ChiPAC,"[(277, 280), (259, 270)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
729,JCET,SVXR,"[(277, 280), (17, 20)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
730,JCET,Veeco,"[(277, 280), (321, 325)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
731,Globalfoundries,STATS ChiPAC,"[(332, 346), (259, 270)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
732,Globalfoundries,SVXR,"[(332, 346), (17, 20)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
733,Globalfoundries,Veeco,"[(332, 346), (321, 325)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
734,STATS ChiPAC,SVXR,"[(259, 270), (17, 20)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
735,STATS ChiPAC,Veeco,"[(259, 270), (321, 325)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
736,SVXR,Veeco,"[(17, 20), (321, 325)]","Prior to joining SVXR in 2018, Jewler held various executive leadership positions with responsibility for corporate strategy, product line management, technology development, operations, and sales at semiconductor industry leaders including Amkor Technology, STATS ChiPAC (now JCET), Powertech Technology, Ultratech (now Veeco) and Globalfoundries.",0.0,0.0,0.0,0.0
737,Socle Technology,Powerchip Semiconductor,"[(78, 93), (123, 145)]","Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",0.0,0.0,0.0,0.0
738,Socle Technology,Cadence Design Systems,"[(78, 93), (54, 75)]","Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",0.0,0.0,0.0,0.0
739,Powerchip Semiconductor,Cadence Design Systems,"[(123, 145), (54, 75)]","Prior to Himax, Eric served in executive positions of Cadence Design Systems, Socle Technology, Macronix International and Powerchip Semiconductor.",0.0,0.0,0.0,0.0
740,Fairchild Semiconductor International Inc,Nanya,"[(94, 134), (17, 21)]","Prior to joining Nanya, he worked at Taiwan Semiconductor Manufacturing Co (台積電), Intel Corp, Fairchild Semiconductor International Inc and Macronix International Co (旺宏電子).",0.0,0.0,0.0,0.0
741,Macronix,Winbond,"[(9, 16), (181, 187)]","Taiwan’s Macronix Ltd. in 2001 invested over $100 million into a chip fabrication plant built by Tower Semiconductor in Migdal Ha’emek, and in 2005, Taiwanese chip fabrication firm Winbond bought one of the Israeli divisions of National Semiconductor to establish an R&D center here.",0.0,0.0,0.0,0.0
742, Media Tek,Powerchip Semiconductor,"[(120, 128), (60, 82)]","He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",0.0,0.0,0.0,0.0
743, Media Tek,United Microelectronics,"[(120, 128), (85, 107)]","He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",0.0,0.0,0.0,0.0
744,Powerchip Semiconductor,United Microelectronics,"[(60, 82), (85, 107)]","He was also a board member of numerous companies, including Powerchip Semiconductor, United Microelectronics, MediaTek, Media Tek, and Macronix International.",0.0,0.0,0.0,0.0
745,Macronix,National Semiconductor,"[(9, 16), (228, 249)]","Taiwan’s Macronix Ltd. in 2001 invested over $100 million into a chip fabrication plant built by Tower Semiconductor in Migdal Ha’emek, and in 2005, Taiwanese chip fabrication firm Winbond bought one of the Israeli divisions of National Semiconductor to establish an R&D center here.",0.0,0.0,0.0,0.0
746,Winbond,Tower Semiconductor,"[(181, 187), (97, 115)]","Taiwan’s Macronix Ltd. in 2001 invested over $100 million into a chip fabrication plant built by Tower Semiconductor in Migdal Ha’emek, and in 2005, Taiwanese chip fabrication firm Winbond bought one of the Israeli divisions of National Semiconductor to establish an R&D center here.",0.0,0.0,0.0,0.0
747,Tower Semiconductor,National Semiconductor,"[(97, 115), (228, 249)]","Taiwan’s Macronix Ltd. in 2001 invested over $100 million into a chip fabrication plant built by Tower Semiconductor in Migdal Ha’emek, and in 2005, Taiwanese chip fabrication firm Winbond bought one of the Israeli divisions of National Semiconductor to establish an R&D center here.",0.0,0.0,0.0,0.0
748,Fujian Jinhua Integrated Circuit,Micron,"[(37, 68), (201, 206)]","On November 1st prosecutors indicted Fujian Jinhua Integrated Circuit, a Chinese chipmaker, and United Microelectronics Corporation, its Taiwanese partner, accusing them of stealing trade secrets from Micron, a big American firm.",0.0,0.0,0.0,0.0
749,Imperas,UltraSoC,"[(196, 202), (229, 236)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,0.0
750,Imperas,Mentor,"[(196, 202), (217, 222)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,0.0
751,Imperas,Lauterbach,"[(196, 202), (205, 214)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,0.0
752,UltraSoC,Mentor,"[(229, 236), (217, 222)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,0.0
753,UltraSoC,Lauterbach,"[(229, 236), (205, 214)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,0.0
754,Mentor,Lauterbach,"[(217, 222), (205, 214)]","That is why Andes has worked with some of the partners on V3 AndesCore processors for many years,” Frankwell Jyh-Ming Lin, President of Andes Technology, commented, “We are now collaborating with Imperas, Lauterbach, Mentor, and UltraSoC to provide those advanced development tools for our new V5 AndesCore N25 and NX25, and the RISC-V community.”",0.0,0.0,0.0,0.0
755,IAR,Telink,"[(173, 175), (162, 167)]","“We believe the RVP is going to open a new era for data computation on MCUs,” says Andes Technology President Frankwell Lin. “We are grateful to collaborate with Telink and IAR to build the foundation of the RVP ecosystem for edge Artificial Intelligence of Things (AIoT) use cases. ",0.0,0.0,0.0,0.0
756,West Virginia University ,University of Notre Dame,"[(90, 113), (193, 216)]","Faraday Technology Inc. He received his B.S. in Chemical Engineering and Mathematics from West Virginia University (Morgantown, WV) in 2003, his M.S. and Ph.D. in Chemical Engineering from the University of Notre Dame (Notre Dame, IN) in 2006 and 2007, respectively.",0.0,0.0,0.0,0.0
757,DRAM,NXP Connect Partner Program,"[(129, 132), (159, 185)]","TAIPEI, July 26, 2020 /PRNewswire/ -- AP Memory Technology Corporation (AP Memory, TWSE: 6531), a leading supplier of innovative DRAM products, has joined the NXP Connect Partner Program.",0.0,0.0,0.0,0.0
758,Orexigen Therapeutics,Forward Pharma,"[(57, 77), (83, 96)]","Klarman exited positions in ChipMOS Technologies (IMOS), Orexigen Therapeutics and Forward Pharma (FWP).",0.0,0.0,0.0,0.0
759,Razer,Cooler Master,"[(95, 99), (67, 79)]","Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",0.0,0.0,0.0,0.0
760,Razer,Gigabyte,"[(95, 99), (82, 89)]","Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",0.0,0.0,0.0,0.0
761,Razer,AOC,"[(95, 99), (62, 64)]","Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",0.0,0.0,0.0,0.0
762,Cooler Master,Gigabyte,"[(67, 79), (82, 89)]","Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",0.0,0.0,0.0,0.0
763,Cooler Master,AOC,"[(67, 79), (62, 64)]","Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",0.0,0.0,0.0,0.0
764,Gigabyte,AOC,"[(82, 89), (62, 64)]","Rectron distributes products from numerous vendors, including AOC, Cooler Master, Gigabyte and Razer.",0.0,0.0,0.0,0.0
765,Linux,Qualcomm,"[(32, 36), (308, 315)]","VIA Technologies has launched a Linux-driven camera and telematics system for fleet management that joins other Mobile360 branded systems such as its Android-based VIA Mobile360 Surround View Sample Kit.. VIA Technologies, which earlier this year released a VIA Smart Recognition Platform board powered by a Qualcomm Snapdragon 820 has now released an Android-based mini-PC built around the long-life Snapdragon 820E model.",0.0,0.0,0.0,0.0
766,Linux,Android,"[(32, 36), (150, 156)]","VIA Technologies has launched a Linux-driven camera and telematics system for fleet management that joins other Mobile360 branded systems such as its Android-based VIA Mobile360 Surround View Sample Kit.. VIA Technologies, which earlier this year released a VIA Smart Recognition Platform board powered by a Qualcomm Snapdragon 820 has now released an Android-based mini-PC built around the long-life Snapdragon 820E model.",0.0,0.0,0.0,0.0
767,Qualcomm,Android,"[(308, 315), (150, 156)]","VIA Technologies has launched a Linux-driven camera and telematics system for fleet management that joins other Mobile360 branded systems such as its Android-based VIA Mobile360 Surround View Sample Kit.. VIA Technologies, which earlier this year released a VIA Smart Recognition Platform board powered by a Qualcomm Snapdragon 820 has now released an Android-based mini-PC built around the long-life Snapdragon 820E model.",0.0,0.0,0.0,0.0
768,Cyrix,National Semiconductor,"[(45, 49), (0, 21)]","National Semiconductor would eventually sell Cyrix to Taiwanese chipset maker VIA Technologies, but by then key people had already left and the MII CPU was an uninteresting part that found no buyers.",0.0,0.0,0.0,0.0
769,Fujian Jinhua Integrated Circuit Co.,Hefei Rui-Li Integrated Circuit,"[(140, 175), (181, 211)]",Leading Taiwanese chip manufacturer Nanya Technology says its trade secrets have been targeted by two upstart chip manufacturers in China – Fujian Jinhua Integrated Circuit Co. and Hefei Rui-Li Integrated Circuit – and that to date it has lost about 50 employees to targeted poaching efforts.,0.0,0.0,0.0,0.0
770,Infineon Technologies AG,Inotera Memories,"[(166, 189), (13, 28)]","Taiwan-based Inotera Memories, which specializes in the manufacture of DRAM memory products, was formed in 2003 as a joint venture between Nanya Technology Corp. and Infineon Technologies AG (IFX).",0.0,0.0,0.0,0.0
771,Micron Technology Inc,Inotera,"[(20, 40), (88, 94)]","US memorychip maker Micron Technology Inc, which previously owned a 33 percent stake in Inotera, in October last year agreed to pay NT$132.5 billion (US$4.39 billion at the current exchange rate) to buy the remaining 67 percent stake in Inotera from Nanya Technology Corp (南亞科技) and a subsidiary of Formosa Plastics Group (台塑集團).",0.0,0.0,0.0,0.0
772,FUSE,Watchfire Venturers,"[(117, 120), (155, 173)]","Earlier this year, Vancouver-based Operto raised $12 million in a Series A funding round led by venture capital firm FUSE, with follow-on investments from Watchfire Venturers, BlackPines Capital Partners and other prominent investment groups",0.0,0.0,0.0,0.0
773,FUSE,BlackPines Capital Partners,"[(117, 120), (176, 202)]","Earlier this year, Vancouver-based Operto raised $12 million in a Series A funding round led by venture capital firm FUSE, with follow-on investments from Watchfire Venturers, BlackPines Capital Partners and other prominent investment groups",0.0,0.0,0.0,0.0
774,Watchfire Venturers,BlackPines Capital Partners,"[(155, 173), (176, 202)]","Earlier this year, Vancouver-based Operto raised $12 million in a Series A funding round led by venture capital firm FUSE, with follow-on investments from Watchfire Venturers, BlackPines Capital Partners and other prominent investment groups",0.0,0.0,0.0,0.0
775,Sixth Street Growth,Viola Growth,"[(191, 209), (236, 247)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
776,Sixth Street Growth,Flashpoint,"[(191, 209), (253, 262)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
777,Sixth Street Growth,MSD Partners,"[(191, 209), (174, 185)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
778,Sixth Street Growth,Apax Digital Funds,"[(191, 209), (154, 171)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
779,Viola Growth,Flashpoint,"[(236, 247), (253, 262)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
780,Viola Growth,MSD Partners,"[(236, 247), (174, 185)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
781,Viola Growth,Apax Digital Funds,"[(236, 247), (154, 171)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
782,Flashpoint,MSD Partners,"[(253, 262), (174, 185)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
783,Flashpoint,Apax Digital Funds,"[(253, 262), (154, 171)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
784,MSD Partners,Apax Digital Funds,"[(174, 185), (154, 171)]","The acquisitions follow hot on the heels of Guesty’s $170 million Series E funding round – in a bid to power further growth – last month which was led by Apax Digital Funds, MSD Partners and Sixth Street Growth, with existing investors Viola Growth and Flashpoint also participating",0.0,0.0,0.0,0.0
785,Airbnb,Agoda,"[(183, 188), (232, 236)]","“Guesty will offer direct integration with Hopper, Trip.com, Marriott Homes & Villas and Google’s suite of travel search products, joining our already impressive OTA integration with Airbnb, Booking.com, Vrbo, Expedia, Tripadvisor, Agoda and misterb&b",0.0,0.0,0.0,0.0
786,Airbnb,Hopper,"[(183, 188), (43, 48)]","“Guesty will offer direct integration with Hopper, Trip.com, Marriott Homes & Villas and Google’s suite of travel search products, joining our already impressive OTA integration with Airbnb, Booking.com, Vrbo, Expedia, Tripadvisor, Agoda and misterb&b",0.0,0.0,0.0,0.0
